text,label,token_ids
still feel like im damaged good affect everything life,0,"[44466, 2733, 1093, 737, 20727, 1695, 7958, 4395, 2324]"
feel like havent taking enough risk im respected teacher,1,"[57676, 1093, 31081, 306, 4737, 3403, 5326, 737, 31387, 11326]"
feel bit confident kicking karate diagonal cut kendo though much work remains,1,"[57676, 2766, 16913, 40294, 24318, 349, 38336, 4018, 597, 8862, 3582, 1790, 990, 8625]"
would picture rock hitting frog body carried downstream would feel ashamed,0,"[41450, 6945, 7091, 20129, 60981, 2547, 11953, 52452, 1053, 2733, 51975]"
im feeling well front computer theory computer healthy kid,1,"[318, 8430, 1664, 4156, 6500, 10334, 6500, 9498, 10585]"
could cooped motel feeling depressed alone flight home,0,"[29177, 1080, 16771, 81481, 8430, 42642, 7636, 11213, 2162]"
get feeling people suffering body,0,"[456, 8430, 1274, 16066, 2547]"
feel guilty died outside window whilst slept nothing help,0,"[57676, 16390, 8636, 4994, 3321, 24797, 46498, 4400, 1520]"
feel stressed family problem,0,"[57676, 32647, 3070, 3575]"
ive feeling immensely overwhelmed,4,"[535, 8430, 63689, 43206]"
im feeling char blamed week ago,0,"[318, 8430, 1181, 36197, 2046, 4227]"
im feeling playful already,1,"[318, 8430, 57169, 2736]"
think feel everyone greedy little way whether going good bad way thats another issue usually link together right im trying separate issue separately see sole topic cleary,3,"[27963, 2733, 5127, 57080, 2697, 1648, 3508, 2133, 1695, 3958, 1648, 41136, 2500, 4360, 6118, 2723, 3871, 1314, 737, 4560, 8821, 4360, 26214, 1518, 13612, 8712, 11551, 661]"
feel annoyed bought ticket sat screening could even find distraction offensive scene sound flashed,3,"[57676, 57130, 11021, 11989, 7731, 23061, 1436, 1524, 1505, 54716, 15538, 6237, 5222, 70939]"
think even christian trust assurance lord weak feel helpless,4,"[27963, 1524, 52147, 7095, 44701, 38031, 7621, 2733, 63628]"
feel relaxed merson said,1,"[57676, 31467, 296, 1293, 1071]"
feel strongly year lord calling grow discipline year faithful thing put front,2,"[57676, 16917, 1060, 38031, 8260, 3139, 26434, 1060, 37513, 3245, 2231, 4156]"
feel book vital aspect life generation come type medium never diminish enjoyment human,1,"[57676, 2363, 16595, 13189, 2324, 9659, 2586, 955, 11298, 2646, 57160, 45278, 3823]"
see family swan feel joyful peaceful blessed,1,"[4151, 3070, 2064, 276, 2733, 83212, 26733, 33944]"
sleep well last night woke feeling borrow wonderful phrase book read rough badger arse,1,"[26894, 1664, 1566, 3814, 39826, 8430, 17636, 11364, 17571, 2363, 1373, 11413, 3958, 1414, 802, 325]"
supremely happy hear first note bar song feel emotion smell fragrance happy time,1,"[13066, 54358, 6380, 6865, 1176, 5296, 3703, 5609, 2733, 20356, 22843, 56227, 6380, 892]"
feel excited episode,1,"[57676, 12304, 9417]"
feel devastated,0,"[57676, 59097]"
think however nice people make feel paranoid something wrong,4,"[27963, 4869, 6555, 1274, 1304, 2733, 69763, 2555, 5076]"
admit im feeling thankful today wh,1,"[329, 1800, 737, 8430, 43788, 3432, 421]"
feel like im welcomed dont like blend something,1,"[57676, 1093, 737, 32069, 15890, 1093, 20955, 2555]"
thankful slow sunday feeling hot,2,"[58517, 1285, 6435, 93463, 8430, 4106]"
think must continue seek good even feel offended always look way go lower walk humility jesus walked,3,"[27963, 2011, 3136, 6056, 1695, 1524, 2733, 54221, 2744, 1427, 1648, 733, 4827, 4321, 75372, 503, 43493, 15203]"
would love hear feel free add comment send email info wolfiewolfgang,1,"[41450, 3021, 6865, 2733, 1949, 923, 4068, 3708, 2613, 3630, 37642, 572, 337, 76413]"
went everything feeling fantastic right,1,"[42700, 4395, 8430, 14964, 1314]"
list feel pretty lame whining,0,"[1638, 2733, 5128, 61983, 421, 5859]"
feel like half time dont show affection interest anyone outside little circle comfort sincere response guaranteed,1,"[57676, 1093, 4376, 892, 15890, 1501, 37805, 2802, 5606, 4994, 2697, 12960, 6981, 49424, 2077, 19883]"
cant contain joy right feel troubled,0,"[66363, 6782, 16267, 1314, 2733, 42132]"
feel like mind numbingly dull debate nuance woman men model,0,"[57676, 1093, 4059, 1661, 7278, 398, 41630, 11249, 11148, 685, 5333, 3026, 1646]"
feel paranoid like stepped private club everyone know standing like nudist suit convention,4,"[57676, 69763, 1093, 25319, 879, 6469, 5127, 1440, 11509, 1093, 42541, 380, 7937, 21977]"
mean feeling always sincere think part tends repress certain thing order somehow lessen blow eventually hit relationship end,1,"[14622, 8430, 2744, 49424, 1781, 961, 28335, 312, 1911, 3738, 3245, 2015, 17354, 76970, 12523, 9778, 4295, 5133, 842]"
wanted feel accepted,1,"[87692, 2733, 11928]"
find still feeling curious log sl,5,"[3990, 2103, 8430, 22999, 1515, 1776]"
feel glad enthusiastic point sand snorkeling,1,"[57676, 16089, 42702, 1486, 9462, 97806, 20659]"
feeling yet hear tragic incident world history,0,"[1897, 20659, 3686, 6865, 35279, 10672, 1917, 3925]"
feeling whenever write song think song leg enough popular people really respond get feeling,1,"[1897, 20659, 15716, 3350, 5609, 1781, 5609, 2531, 3403, 5526, 1274, 2216, 6013, 636, 8430]"
feel discouraged lose sense inspiration keep going especially see people give best good pb,0,"[57676, 64770, 9229, 5647, 20343, 2567, 2133, 5423, 1518, 1274, 3041, 1888, 1695, 17759]"
sit say warm feeling overcomes feel reassured isnt good enough,1,"[47965, 2019, 8369, 8430, 927, 6716, 2733, 32834, 3149, 70058, 1695, 3403]"
feel deeply honoured able offer activation made extra time available session full moon next week move dark moon build eclipse natural time bringing need examined surface life,1,"[57676, 17693, 90833, 3025, 3085, 15449, 1903, 5066, 892, 2561, 3882, 2539, 18266, 1828, 2046, 3351, 6453, 18266, 1977, 56528, 5933, 892, 12967, 1205, 25078, 7479, 2324]"
ive feeling fake sense purpose,0,"[535, 8430, 12700, 5647, 7580]"
ive told feel remorseful whole thing hang head low long im pond scum,0,"[535, 3309, 2733, 79157, 1285, 4459, 3245, 15020, 2010, 3428, 1317, 737, 36670, 1156, 372]"
kind messed tip left hand bit harder stamp backwards upside feel still look pretty cute say delicate,1,"[15674, 65302, 11813, 2163, 1450, 2766, 16127, 21899, 29512, 36941, 2733, 2103, 1427, 5128, 19369, 2019, 36301]"
talk lot feeling isolated,0,"[36341, 2763, 8430, 25181]"
feeling pissed,3,"[1897, 20659, 64536]"
still feel like waiting vain love,0,"[44466, 2733, 1093, 8748, 46604, 3021]"
feel like everything defective wrong need changed change new thing wrong mine therefore must wrong,0,"[57676, 1093, 4395, 64903, 5076, 1205, 5614, 2349, 502, 3245, 5076, 10705, 9093, 2011, 5076]"
feeling better though still feel like passing tossing cooky im long definitely light end tunnel,1,"[1897, 20659, 2731, 3582, 2103, 2733, 1093, 12579, 85151, 4394, 88, 737, 1317, 8659, 3177, 842, 26711]"
feel like something productive,1,"[57676, 1093, 2555, 27331]"
spread arm wide feeling cold wind rushing past feeling rain hitting,3,"[59295, 6916, 7029, 8430, 9439, 10160, 38117, 3347, 8430, 11422, 20129]"
im feeling cool showing skin feel like woman,1,"[318, 8430, 7155, 9204, 6930, 2733, 1093, 5333]"
feel like kid left school year least three piece really proud,1,"[57676, 1093, 10585, 2163, 2978, 1060, 3325, 2380, 6710, 2216, 12691]"
seen change appearance feel energetic sure mental,1,"[29412, 2349, 11341, 2733, 45955, 2771, 10723]"
ive grown mother treasure role family whereas used second guess lot feel unsure maternal skill,4,"[535, 15042, 6691, 32726, 3560, 3070, 20444, 1511, 2132, 8101, 2763, 2733, 44003, 50150, 10151]"
feel hesitant tell truth leaving house get toy,4,"[57676, 71560, 3371, 8206, 9564, 3838, 636, 22068]"
didnt feel need photograph every temple frantically scramble site vain effort see meticulously record every meal eaten course ten day,0,"[23770, 406, 2733, 1205, 10512, 1475, 27850, 1448, 82049, 77387, 2816, 46604, 5149, 1518, 91426, 3335, 1475, 15496, 35661, 3388, 5899, 1938]"
full great flavor helped keep feeling deprived,0,"[9054, 2294, 17615, 9087, 2567, 8430, 62683]"
end feeling rushed exhausted time sit eat take time really think thankful much le take time express god,3,"[408, 8430, 33341, 39019, 892, 2503, 8343, 1935, 892, 2216, 1781, 43788, 1790, 514, 1935, 892, 3237, 10087]"
feel like deprived able,0,"[57676, 1093, 62683, 3025]"
feel homesick,0,"[57676, 10632, 875]"
ive cleaning apartment trying get life back order vacation holiday mayhem instead feeling grumpy like usually would feeling overwhelmingly blessed,3,"[535, 16204, 13455, 4560, 636, 2324, 1203, 2015, 20769, 13560, 1253, 30132, 4619, 8430, 1099, 6895, 1093, 6118, 1053, 8430, 55734, 33944]"
feel like cant anything productive home,1,"[57676, 1093, 16869, 4205, 27331, 2162]"
take offense frightening feeling vulnerable close relationship others draw offense frightful vulnerability love god mercy seat fill full,4,"[23609, 17193, 54739, 8430, 20134, 3345, 5133, 3885, 4128, 17193, 30647, 1285, 34104, 3021, 10087, 39324, 10954, 5266, 2539]"
ive feeling wonderful enjoying little karate chop inside abdomen regular basis make heart spin circle joy,1,"[535, 8430, 11364, 22128, 2697, 24318, 349, 48094, 4871, 64772, 5912, 8197, 1304, 4851, 12903, 12960, 16267]"
feel bit grouchy,3,"[57676, 2766, 94868, 59064]"
feel groggy want crawl back cat book,0,"[57676, 10707, 70, 4680, 1390, 46764, 1203, 8415, 2363]"
feel horny feel horny anyone wanna see,2,"[57676, 38307, 2733, 38307, 5606, 33833, 1518]"
im feeling generous morning share,2,"[318, 8430, 28771, 6693, 4430]"
feel hurt upset angry something,0,"[57676, 13194, 23268, 19021, 2555]"
feeling little dull morning winetasting apartment yesterday choose wine wedding,0,"[1897, 20659, 2697, 41630, 6693, 3243, 295, 15067, 13455, 13985, 5268, 13378, 13306]"
guess made feel unwelcome though honestly didnt mean,0,"[52851, 1903, 2733, 15375, 5836, 3582, 27136, 48707, 3152]"
feel hope supporting family purchasing house vancouver,2,"[57676, 3987, 12899, 3070, 23395, 3838, 348, 21104]"
decide take ill still feel ive resolved win win situation,1,"[8332, 579, 1935, 5986, 2103, 2733, 99677, 20250, 3243, 3243, 6671]"
also feel le inhibited interacting,0,"[19171, 2733, 514, 99669, 45830]"
gained admission immediately college feel privileged one,1,"[70, 2692, 26360, 7214, 7926, 2733, 47361, 832]"
seen side couple year medication may depression genetic thats feel shitty time,0,"[29412, 3185, 5743, 1060, 24099, 1253, 18710, 19465, 41136, 2733, 78558, 892]"
understand feel pain neferet remains hated character house night,3,"[8154, 2752, 2733, 6784, 841, 809, 295, 8625, 38674, 3752, 3838, 3814]"
want best boy maybe really stop feeling like im heartless bitch,3,"[53757, 1888, 8334, 7344, 2216, 3009, 8430, 1093, 737, 4851, 1752, 40530]"
loved anyone else wanted feel valued appreciated ought give better treatment random dinner company right,1,"[385, 2111, 5606, 775, 4934, 2733, 33647, 26893, 22525, 3041, 2731, 6514, 4288, 14177, 2883, 1314]"
would put feeling mine said mad,3,"[41450, 2231, 8430, 10705, 1071, 13088]"
found passed last two exam margin three mark,1,"[15456, 5946, 1566, 1403, 7151, 4850, 2380, 1906]"
feel saddened stop caring,2,"[57676, 95017, 3009, 30598]"
im sure go back aussie festival make appalled youth today make feel glad old er way sensible,1,"[318, 2771, 733, 1203, 25102, 648, 19309, 1304, 917, 4841, 12822, 3432, 1304, 2733, 16089, 2362, 2781, 1648, 38761]"
remember something artwork spent hour school feel smart worthy,1,"[30380, 2555, 29409, 7543, 6596, 2978, 2733, 7941, 28390]"
kuribayashi feeling met would liked,2,"[69417, 581, 352, 31478, 8430, 2322, 1053, 15262]"
love much add right edge im feeling rebellious,3,"[31153, 1790, 923, 1314, 6964, 737, 8430, 42301, 1245]"
woke feeling distraught,4,"[96428, 8430, 58571, 3948]"
weight till feel lively,1,"[4870, 12222, 2733, 49277]"
shall sleep feeling pissed psssh,3,"[19549, 6212, 8430, 64536, 281, 784, 939]"
feel badly enough everything thats going people supposed helping arent particularly sympathetic,2,"[57676, 25587, 3403, 4395, 41136, 2133, 1274, 10171, 10695, 527, 406, 8104, 53464]"
asked long grass feel said long grass feel lovely,2,"[1091, 291, 1317, 16763, 2733, 1071, 1317, 16763, 2733, 17104]"
want stop taking one day also feel terrified lot feeling anxiety panic come flooding back,4,"[53757, 3009, 4737, 832, 1938, 1101, 2733, 53731, 2763, 8430, 18547, 22743, 2586, 39262, 1203]"
could see angry coworker also moment trust person intention feel respected appreciated person,1,"[29177, 1518, 19021, 61068, 261, 1101, 4545, 7095, 1732, 14944, 2733, 31387, 26893, 1732]"
watch friend going change feel envious,3,"[14658, 4333, 2133, 2349, 2733, 665, 2528]"
im feeling glad got first show way rear view mirror,1,"[318, 8430, 16089, 2751, 1176, 1501, 1648, 14981, 1684, 18327]"
feel pretty blank right thats good,0,"[57676, 5128, 10321, 1314, 41136, 1695]"
really like feel nostalgic watching decade remember lot hesei kamen rider,2,"[54760, 1093, 2733, 83374, 10307, 13515, 6227, 2763, 305, 2423, 72, 597, 25807, 38226]"
find feeling anxious seeing everyone else feeling part peer stagnate,4,"[3990, 8430, 38100, 9298, 5127, 775, 8430, 961, 14734, 54363, 349]"
believe teenage girl feel like influenced popular crowd want fit,1,"[9978, 19704, 34268, 3828, 2733, 1093, 28160, 5526, 13734, 1390, 5052]"
feeling pleased really healthy pregnancy,1,"[1897, 20659, 18949, 2216, 9498, 20209]"
feel miserable reading america heat wave live always hot middle east,0,"[57676, 50739, 5403, 64766, 8798, 12330, 3974, 2744, 4106, 6278, 11226]"
began kiss slowly started lifting head feel suspicious,4,"[65, 16133, 21735, 14297, 3940, 33510, 2010, 2733, 32427]"
wiggle toe feel cool sheet across skin bringing awareness back body descend dream state back bed,1,"[38022, 3491, 31316, 2733, 7155, 11071, 4028, 6930, 12967, 17985, 1203, 2547, 55668, 8063, 1614, 1203, 4950]"
created paint owl e course intention sharing simple shape template use start owl others could easily create feel afraid start blank canvas,4,"[7266, 6308, 53369, 384, 3388, 14944, 11821, 4382, 6211, 3896, 1005, 1212, 53369, 3885, 1436, 6847, 1893, 2733, 16984, 1212, 10321, 10247]"
help feel appreciative artist produce quality work,1,"[8823, 2733, 9989, 54679, 10255, 8356, 4367, 990]"
feel sooooooooper vain taking pic last hour,0,"[57676, 779, 26845, 2689, 3376, 46604, 4737, 10532, 1566, 6596]"
honest grandmother passed away dread idea die young wont get thing really feel passionate,2,"[71, 36224, 39284, 5946, 3201, 36075, 4623, 2815, 3995, 40464, 636, 3245, 2216, 2733, 25429]"
feel distraught ever,4,"[57676, 58571, 3948, 3596]"
feel wrapping gift almost important gift,1,"[57676, 42295, 8352, 4661, 3062, 8352]"
im feeling awkward every time start photoshoot,0,"[318, 8430, 29859, 1475, 892, 1212, 7397, 91421]"
unable conclude kind person consider say feeling guilty uncertain help realize flaw hopefully move forward life think situation word thoroughly acting,0,"[47028, 32194, 3169, 1732, 2980, 2019, 8430, 16390, 36218, 1520, 13383, 26784, 23127, 3351, 4741, 2324, 1781, 6671, 3492, 27461, 15718]"
feel stupid dumb unwanted,0,"[57676, 18754, 30355, 36021]"
im still feeling needy human family cannot possibly give looking elsewhere,0,"[318, 2103, 8430, 83563, 3823, 3070, 4250, 11000, 3041, 3411, 18403]"
recommend carrying around handful gold jewelry backpack person think key piece fun jewelry necessary keep looking feeling cute road,1,"[67689, 15691, 2212, 23810, 6761, 31817, 34236, 1732, 1781, 1401, 6710, 2523, 31817, 5995, 2567, 3411, 8430, 19369, 5754]"
couldnt help feeling charmed amused,1,"[29177, 406, 1520, 8430, 1181, 2106, 86324]"
come place life feel romantic partner unnecessary,2,"[2063, 2035, 2324, 2733, 24364, 8427, 26225]"
feel like idiotic twat thing written past thing advertised done,0,"[57676, 1093, 43358, 292, 4483, 266, 3245, 5439, 3347, 3245, 46841, 2884]"
day received te score acceptance chosen course,1,"[1316, 4036, 1028, 5573, 26586, 12146, 3388]"
feeling really frantic knew find james,4,"[1897, 20659, 2216, 89706, 7020, 1505, 86046]"
ive come back work im saturday im going spend time playing game tidying flat bit nice feel relaxed control change,1,"[535, 2586, 1203, 990, 737, 274, 7115, 737, 2133, 8493, 892, 5737, 1847, 13413, 7169, 10269, 2766, 6555, 2733, 31467, 2585, 2349]"
im always open suggestion please feel free email,1,"[318, 2744, 1825, 24710, 4587, 2733, 1949, 2613]"
found price staying feeling gorgeous sky rocketed decided take personal experience use give fellow student people budget helping hand,1,"[15456, 3430, 19994, 8430, 24415, 13180, 25294, 291, 6773, 1935, 4443, 3217, 1005, 3041, 12637, 5575, 1274, 8199, 10695, 1450]"
feel video clever harsh striking much needed parody satire current state hip hop,1,"[57676, 2835, 28799, 25984, 21933, 1790, 4460, 67265, 82495, 1510, 1614, 18638, 7598]"
totally enamoured dress flowy lovely perfect warm summer day feel really romantic springy excited show,2,"[28879, 750, 82952, 21020, 8679, 6530, 88, 17104, 4832, 8369, 7474, 1938, 2733, 2216, 24364, 10683, 88, 12304, 1501]"
good camwhore skill thanks instagram pudding anotehr super popular social apps post vain picture without feeling vain others ftw,0,"[19045, 6730, 1336, 461, 10151, 9523, 52104, 82527, 459, 1295, 4171, 2307, 5526, 3674, 10721, 1772, 46604, 6945, 2085, 8430, 46604, 3885, 10702, 86]"
started journal feel like bunch unfortunate seemingly random thing happen would like keep track,0,"[47823, 8486, 2733, 1093, 15860, 34707, 23490, 4288, 3245, 3621, 1053, 1093, 2567, 3839]"
paramilitary sent unza started using tear gas started intimidating student without provocation,3,"[913, 20860, 3288, 653, 4458, 3940, 1701, 18036, 6962, 3940, 64130, 5575, 2085, 2605, 2328]"
know musician feel punished gone nagged guilt tripped,0,"[33134, 39844, 2733, 41998, 8208, 37628, 3640, 34951, 2463, 7069]"
pissed lol screaming silently baby sleep beside well thats tody another day feel like petty,3,"[79, 1056, 291, 28509, 35101, 50494, 8945, 6212, 30488, 1664, 41136, 311, 10470, 2500, 1938, 2733, 1093, 61585]"
feel ashamed embarrassed every time someone executed u,0,"[57676, 51975, 49230, 1475, 892, 4423, 16070, 577]"
remember smiling saw picture feeling happy guy finally got meet girl,1,"[30380, 37163, 5602, 6945, 8430, 6380, 7564, 5616, 2751, 3449, 3828]"
im waiting go decal right feel really shitty dont want studying time,0,"[318, 8748, 733, 1654, 278, 1314, 2733, 2216, 78558, 15890, 1390, 21630, 892]"
feel sport unprotected medium equal playing field,0,"[57676, 10775, 94451, 11298, 6273, 5737, 2115]"
sure vast majority decent working class people feel insulted derided unable respectful towards referee parent watch child match shouting abuse swearing etc,3,"[19643, 13057, 8857, 15326, 3318, 538, 1274, 2733, 27224, 291, 2761, 4591, 12153, 49150, 7119, 55302, 2748, 3821, 1716, 2489, 48655, 11737, 91781, 5099]"
feel appreciative owner cafe,1,"[57676, 9989, 54679, 6506, 42030]"
feel peaceful ok,1,"[57676, 26733, 5509]"
absolutely useless written nothing feel like im neglecting faithful follower failing update blog today,1,"[3518, 9887, 29948, 5439, 4400, 2733, 1093, 737, 39332, 287, 37513, 49307, 22109, 2713, 5117, 3432]"
im feeling doubtful today,4,"[318, 8430, 75699, 3432]"
actually feeling optimistic back future movement,1,"[74128, 8430, 37036, 1203, 3938, 7351]"
im dreaming zombie apocalypse alien dragon breathing tube attacking earth feeling cranky,3,"[318, 56774, 38836, 88914, 20167, 26161, 27027, 14019, 23664, 9578, 8430, 51358, 88]"
feel amazing good afterwards pleased,1,"[57676, 8056, 1695, 27905, 18949]"
really started feel ica association worth supporting maybe something id enjoy part,2,"[54760, 3940, 2733, 220, 3074, 15360, 5922, 12899, 7344, 2555, 887, 4774, 961]"
hope god false reading feel unprotected without,4,"[61893, 10087, 905, 5403, 2733, 94451, 2085]"
need get job due silly head dont really know feel passionate anymore know drive,2,"[17483, 636, 2683, 4245, 30571, 2010, 15890, 2216, 1440, 2733, 25429, 14926, 1440, 6678]"
wake always feeling anxious knowing,4,"[91019, 2744, 8430, 38100, 14392]"
feeling impatient restless excited,3,"[1897, 20659, 74797, 89358, 12304]"
im feeling adventurous use idea,1,"[318, 8430, 68188, 1005, 4623]"
allow loosen bit feel stressed restricted,0,"[7331, 83842, 2766, 2733, 32647, 22486]"
im happy got see smile laugh yesterday something bring joy feel completely drained,0,"[318, 6380, 2751, 1518, 15648, 12835, 13985, 2555, 4546, 16267, 2733, 6724, 61508]"
understand sometimes historian grow attached era personality study feel like go beyond casual predictable infatuation civilization history,1,"[8154, 2752, 7170, 44068, 3139, 12673, 11639, 17743, 4007, 2733, 1093, 733, 7953, 16736, 45207, 4225, 266, 4090, 36017, 3925]"
feel like delicate fragile vase,2,"[57676, 1093, 36301, 45350, 93484]"
feel pretty really cute outfit pretty costume jewelry,1,"[57676, 5128, 2216, 19369, 28403, 5128, 32519, 31817]"
feeling little tender uncomfortable needle mark bum worse,2,"[1897, 20659, 2697, 28682, 29213, 31409, 1906, 73974, 11201]"
realised hate people feel threatened,4,"[8110, 4147, 12491, 1274, 2733, 21699]"
asked person approaching issue answer oh specific saying even though feel loved deeply completely accept,2,"[1091, 291, 1732, 31047, 4360, 4320, 14346, 3230, 5605, 1524, 3582, 2733, 10456, 17693, 6724, 4287]"
wake morning feel leg body aching,0,"[91019, 6693, 2733, 2531, 2547, 264, 28075]"
feel anxious worry case dont understand customer problem,4,"[57676, 38100, 11196, 1162, 15890, 3619, 6130, 3575]"
feel like image compromised immediately successful,1,"[57676, 1093, 2217, 44500, 7214, 6992]"
feel feeling fill questionnaire form,3,"[57676, 8430, 5266, 48964, 1376]"
feel tortured person one world even think im somebody wish somebody wishing waste time though dream somebody tortured,4,"[57676, 57034, 1732, 832, 1917, 1524, 1781, 737, 18570, 6562, 18570, 46227, 12571, 892, 3582, 8063, 18570, 57034]"
almost feel confused character honestly say actually thing going pretty well,4,"[60301, 2733, 22568, 3752, 27136, 2019, 3604, 3245, 2133, 5128, 1664]"
feel naughty href http www,2,"[57676, 54043, 1839, 1795, 8604]"
im sick constantly betrayed feeling stomach feeling matter much someone say care whether friend something dont seem loyalty compassion whats hurt understanding argument,0,"[318, 14363, 15320, 65397, 8430, 23152, 8430, 5030, 1790, 4423, 2019, 2512, 3508, 4333, 2555, 15890, 2873, 32883, 30481, 41209, 13194, 8830, 5811]"
ive learned people forget said people forget people never forget made feel showed creative work way show kindness,1,"[535, 9687, 1274, 10894, 1071, 1274, 10894, 1274, 2646, 10894, 1903, 2733, 8710, 11782, 990, 1648, 1501, 45972]"
regular member group meaning follow whats going often also feel bit shy budding much say today request people,4,"[23108, 4562, 1912, 7438, 1833, 41209, 2133, 3629, 1101, 2733, 2766, 33394, 86733, 1790, 2019, 3432, 1715, 1274]"
able feel little bit emotional freedom,0,"[481, 2733, 2697, 2766, 14604, 11542]"
feeling week going splendid,1,"[1897, 20659, 2046, 2133, 70960]"
would never able feel like today buoied sense peace calm come hope,1,"[41450, 2646, 3025, 2733, 1093, 3432, 1048, 78, 1142, 5647, 9096, 19858, 2586, 3987]"
hate fact feel miserable time im usually hate fact feel im moaning,0,"[71, 349, 2144, 2733, 50739, 892, 737, 6118, 12491, 2144, 2733, 737, 4647, 44159]"
would never understood valued meaning life partner feel lonely,0,"[41450, 2646, 16365, 33647, 7438, 2324, 8427, 2733, 40666]"
tryin level best gud pal cant help u dont understad feel abt u dat ur problemn think carin sum crime img src rte emoticon smile sarcastic,3,"[1568, 258, 2237, 1888, 342, 664, 11091, 16869, 1520, 577, 15890, 14653, 329, 2733, 671, 83, 577, 3338, 4433, 3575, 77, 1781, 1841, 258, 2694, 9977, 5071, 2338, 78491, 10382, 1965, 15648, 83367, 292]"
feel bouncy happy,1,"[57676, 293, 82401, 6380]"
feel like missed opportunity wear cape run,0,"[57676, 1093, 13942, 6776, 10051, 65392, 1629]"
seriously hate one subject death feel reluctant drop,4,"[805, 13610, 12491, 832, 3917, 4648, 2733, 44040, 6068]"
still feeling lousy cough side effect chemo finally kicking,0,"[44466, 8430, 326, 94623, 40700, 3185, 2515, 523, 6868, 5616, 40294]"
feel image certainly damaged,0,"[57676, 2217, 7995, 20727]"
understand feeling anxious,4,"[8154, 2752, 8430, 38100]"
understand nice feel like weird one,4,"[8154, 2752, 6555, 2733, 1093, 16682, 832]"
feel vain look notice much like nose nice face structure,0,"[57676, 46604, 1427, 5406, 1790, 1093, 19689, 6555, 3663, 6070]"
feel like read article blog even press release akron marathon world nothing calm,1,"[57676, 1093, 1373, 4652, 5117, 1524, 3577, 4984, 17774, 2298, 45796, 1917, 4400, 19858]"
feel lucky known called family,1,"[57676, 18069, 3967, 2663, 3070]"
feel privileged god made plan u,1,"[57676, 47361, 10087, 1903, 3197, 577]"
id spent time reading feel bit guilty,0,"[307, 7543, 892, 5403, 2733, 2766, 16390]"
know feeling glad,1,"[33134, 8430, 16089]"
im feeling bit resentful towards australian watch modern family grey anatomy glee,3,"[318, 8430, 2766, 47540, 1285, 7119, 264, 58249, 3821, 6617, 3070, 20366, 62690, 342, 8669]"
stand front sink odkh milk front woman entering bathroom said feel offended try hard cry took,3,"[2752, 4156, 19868, 297, 7737, 71, 14403, 4156, 5333, 16661, 15197, 1071, 2733, 54221, 1456, 2653, 16106, 3952]"
im feeling pretty good ignoring fact ill probably feel worse feel better href http lh,1,"[318, 8430, 5128, 1695, 32003, 2144, 5986, 4762, 2733, 11201, 2733, 2731, 1839, 1795, 73373]"
hope would able understand make friend feel pressured anything want,4,"[61893, 1053, 3025, 3619, 1304, 4333, 2733, 75451, 4205, 1390]"
tell fortunate feel access many wonderfully talented photographer like,1,"[73457, 40510, 2733, 2680, 1690, 61085, 23944, 29867, 1093]"
felt kilter since following prompting seeking peace feel resolved,1,"[66922, 597, 2088, 2533, 2768, 50745, 11125, 9096, 2733, 20250]"
feel vital conservative movement anybody right obama matter hard watch carefully,1,"[57676, 16595, 15692, 7351, 21739, 1314, 1536, 3105, 5030, 2653, 3821, 15884]"
hope feel waft cool air luck,1,"[61893, 2733, 10667, 728, 7155, 3805, 15369]"
bet feel absolutely horny watching shameless blond lad make guy cry pleasure caused hottest fist fuck,2,"[29651, 2733, 11112, 38307, 10307, 21648, 1752, 45469, 58725, 1304, 7564, 16106, 17069, 9057, 38391, 40902, 7976]"
want someone feel safe around isnt gunna make question explain thing time guy understands get,1,"[53757, 4423, 2733, 6220, 2212, 70058, 6166, 3458, 1304, 3488, 10552, 3245, 892, 7564, 31869, 636]"
im feeling pretty energetic,1,"[318, 8430, 5128, 45955]"
always conceal real true feeling im afraid venerable taking advantage well happened really destroyed,4,"[33222, 54262, 1972, 837, 8430, 737, 16984, 91231, 481, 4737, 9610, 1664, 7077, 2216, 14763]"
cleaning spilled juice thinking even remembered felt time realized one kid made mess probably wouldnt calmly cleaning mess feeling little bit annoyed,3,"[18883, 287, 74125, 23661, 7422, 1524, 27569, 6612, 892, 15393, 832, 10585, 1903, 9622, 4762, 1053, 406, 73170, 16204, 9622, 8430, 2697, 2766, 57130]"
im feeling cool today,1,"[318, 8430, 7155, 3432]"
want trip feel cool,1,"[53757, 8577, 2733, 7155]"
look feeling think way inhibited stepping forward,0,"[7349, 8430, 1781, 1648, 99669, 36567, 4741]"
feel pain let know want anyone else suffering depression know alone,0,"[57676, 6784, 1095, 1440, 1390, 5606, 775, 16066, 18710, 1440, 7636]"
often look back younger year feel ashamed thing done,0,"[61917, 1427, 1203, 14992, 1060, 2733, 51975, 3245, 2884]"
hear make feel reassured view towards humanity,1,"[87160, 1304, 2733, 32834, 3149, 1684, 7119, 22706]"
im feeling drained usual,0,"[318, 8430, 61508, 13783]"
feel frustrated especially last night thing actually enjoy finding time,3,"[57676, 33630, 5423, 1566, 3814, 3245, 3604, 4774, 9455, 892]"
feeling discouraged last week,0,"[1897, 20659, 64770, 1566, 2046]"
choose feel terrific href http www,1,"[28150, 2733, 43660, 1839, 1795, 8604]"
